Column1;Column2;Column3;Column4;Column5
Инклинометр Balluff BSI Q41K0-XA-MYS015-S92;45 980 руб.;"Разрешение:; ? 0,09°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xa_mys015_s92/;под заказ
Инклинометр Balluff BSI Q41K0-XB-MYS090-S92;45 980 руб.;"Разрешение:; ? 0,09°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xb_mys090_s92/;под заказ
Ультразвуковой датчик расстояния Balluff BUS W18M1-XB-07/035-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus004u/;под заказ
Индуктивный датчик расстояния Balluff BAW M18ME-UDC40B-BP00,1-GS49;;"Длина корпуса, мм:; 36; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw0027/;под заказ
Индуктивный датчик расстояния Balluff BAW M12ME-UAC35C-S04G;28 570 руб.;"Длина корпуса, мм:; 45; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw004k/;под заказ
Индуктивные датчики EGE-Elektronik с аналоговым выходом;;"Выводить название?:; Да; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему; Питание:; DC";https://sensoren.ru/product/induktivnie_datchiki_ege-elektronik_s_analogovim_vihodom/;под заказ
Ультразвуковые датчики расстояния Pepperl Fuchs UC3500;;"Выводить название?:; Да; Код товара:; UC3500; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему, адаптеры; Питание:; DC";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_pepperl_fuchs_uc3500/;под заказ
Индуктивный датчик Telemecanique XSAV11373EX;;"Серия:; XSA; Длина корпуса, мм:; 81; Температура эксплуатации Max, °C:; 60; Взрывоопасная зона:; II2 D-Ex tb IIIC T90°C Db IP67; Температура эксплуатации Min, °C:; -20; Размер резьбы корпуса:; M30";https://sensoren.ru/product/induktivnyy_datchik_telemecanique_xsav11373ex/;под заказ
Оптический датчик расстояния Balluff BOD 21M-LB02-S92;141 270 руб.;"Размер светового пятна, мм:; 1; Серия:; BOD 21M; Метод измерения:; Триангуляция; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 20; Дальность измерения Max, мм:; 200";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_21m_lb02_s92/;под заказ
Оптические датчики расстояния DATASENSING S81;;"Время измерения:; 5мс; Выводить название?:; Да; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему";https://sensoren.ru/product/opticheskie_datchiki_rasstoyaniya_datalogic-datasensor_s81/;под заказ
Индуктивный датчик LANBAO FY18DPO;;"Страна происхождения:; Китай; Серия:; FY; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Сертификат соответствия:; CE+EAC";https://sensoren.ru/product/induktivnyy_datchik_lanbao_fy18dpo/;под заказ
Инклинометр Baumer GIM500R-M260.FV1.A;93 813 руб.;"Число контактов, pin:; 8; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m260_fv1_a/;под заказ
Инклинометр Balluff BSI R65K0-XB-MYS045-S115;78 780 руб.;"Разрешение:; ? 0,01°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xb_mys045_s115/;под заказ
Индуктивный датчик расстояния Balluff BAW M08EI-UAD15B-BP05;35 940 руб.;"Длина корпуса, мм:; 51,5; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M8";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw000u/;под заказ
Индуктивный датчик расстояния Telemecanique XS4P30AB120;;"Серия:; XS4; Длина корпуса, мм:; 53; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_telemecanique_xs4p30ab120/;под заказ
Оптический датчик расстояния Balluff BOD 23K-LB01-S92;69 630 руб.;"Размер светового пятна, мм:; 5.5x8; Серия:; BOD 23K; Метод измерения:; Измерение времени пролета луча (Light time-of-flight); Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,1; Дальность измерения Max, м:; 5";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_23k_lb01_s92/;под заказ
Индуктивный датчик расстояния Balluff BAW G06EE-UAF20B-EP01,4-GS49;37 270 руб.;"Длина корпуса, мм:; 30,5; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; 10; Размер цилиндрического корпуса, мм:; 6,5";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw005l/;под заказ
Ультразвуковые датчики расстояния DATASENSING US18;;"Выводить название?:; Да; Комплектация:; a:2:{s:4:""TEXT"";s:146:""В комплектацию не входят: ответные разъемы для подключения в систему и адаптеры; Питание:; 10.. 30 V DC; Производители:; 14418";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_datalogic-datasensor_us18/;под заказ
Индуктивный датчик расстояния Balluff BAW M08EI-UAD15B-BP00,5-GS04;35 940 руб.;"Длина корпуса, мм:; 51,5; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M8";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw000p/;под заказ
Инклинометр Balluff BSI Q41K0-XA-MYS045-S92;45 980 руб.;"Разрешение:; ? 0,09°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xa_mys045_s92/;под заказ
Индуктивный датчик расстояния Balluff BAW M12MG2-UAC20B-BV10-001;;"Длина корпуса, мм:; 65; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw001n/;под заказ
Индуктивный датчик расстояния Balluff BAW M12MN-ICC35C-BP02;32 360 руб.;"Длина корпуса, мм:; 63; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw0051/;под заказ
